일자,식사,메뉴,작업자,대분류,중분류(재료1),중분류2(재료2),중분류3(재료3),중분류4(재료4),중분류5(재료5),소분류1(육류 종류만 기재),양식(western) 여부
2016.8.18,석식,왕새우튀김,문성일,튀김류,어패류,,,,,,
2016.8.18,석식,단무지,편도연,장아찌류,채소류,,,,,,
2016.8.18,석식,포도,문성일,단품류,과일류,,,,,,
2016.8.18,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.19,중식,단호박영양밥,,밥류,곡류,채소류,,,,,
2016.8.19,중식,도토리묵냉국,김윤수,국탕류,묵류,,,,,,
2016.8.19,중식,소고기숙주볶음,김도민,볶음류,육류,채소류,,,,소,
2016.8.19,중식,땅콩조림,편도연,조림류,곡류,,,,,,
2016.8.19,중식,쑥갓두부무침,편도연,무침류,두류,채소류,,,,,
2016.8.19,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.19,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.19,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.19,석식,된장찌개,연제호,찌개류,양념 및 장류,,,,,,
2016.8.19,석식,훈제오리,편도연,구이류,육류,,,,,오리,
2016.8.19,석식,무쌈,문성일,조림류,채소류,,,,,,
2016.8.19,석식,양파절임,김도민,장아찌류,채소류,,,,,,
2016.8.19,석식,감자카레볶음,문성일,볶음류,채소류,양념 및 장류,,,,,
2016.8.19,석식,가지나물,편도연,무침류,채소류,,,,,,
2016.8.19,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.22,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.22,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.22,중식,꽃게탕,김윤수,국탕류,어패류,,,,,,
2016.8.22,중식,고추잡채*꽃빵,연제호,볶음류,육류,채소류,,,,돼지고기,
2016.8.22,중식,꽁치와사비구이,,구이류,어패류,,,,,,
2016.8.22,중식,오이무침,연제호,무침류,채소류,양념 및 장류,,,,,
2016.8.22,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.22,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.22,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.22,석식,무채국,연제호,국탕류,채소류,,,,,,
2016.8.22,석식,돈육볶음,문성일,볶음류,육류,,,,,돼지,
2016.8.22,석식,볼어묵조림,편도연,조림류,어패류,,,,,,
2016.8.22,석식,양배추쌈,편도연,찜류,채소류,,,,,,
2016.8.22,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.23,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.23,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.23,중식,배추된장국,김윤수,국탕류,채소류,양념 및 장류,,,,,
2016.8.23,중식,칠리탕수육,,튀김류,육류,양념 및 장류,,,,돼지,
2016.8.23,중식,두부조림,연제호,조림류,두류,양념 및 장류,,,,,
2016.8.23,중식,콩나물무침,편도연,무침류,채소류,,,,,,
2016.8.23,중식,열무김치,김도민,무침류,채소류,,,,,,
2016.8.23,석식,김치볶음밥,김도민,밥류,육류,김치류,곡류,,,돼지,
2016.8.23,석식,유부장국,김윤수,국탕류,두류,양념 및 장류,,,,,
2016.8.23,석식,허니버터옥수수,김도민,단품류,곡류,,,,,,
2016.8.23,석식,닭가슴살장조림,김윤수,조림류,육류,양념 및 장류,,,,닭,
2016.8.23,석식,단무지무침,연제호,무침류,채소류,양념 및 장류,,,,,
2016.8.23,석식,음료,연제호,음료 및 주류,,,,,,,
2016.8.23,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.24,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.24,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.24,중식,해물된장찌개,편도연,찌개류,어패류,두류,양념 및 장류,,,,
2016.8.24,중식,닭볶음,김도민,볶음류,육류,채소류,,,,닭,
2016.8.24,중식,연근조림,편도연,조림류,채소류,,,,,,
2016.8.24,중식,치커리유자청무침,문성일,무침류,채소류,,,,,,
2016.8.24,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.24,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.24,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.24,석식,감자국,김도민,국탕류,채소류,,,,,,
2016.8.24,석식,등갈비김치찜,문성일,찜류,육류,김치류,,,,돼지고기,
2016.8.24,석식,해파리냉채,연제호,무침류,해조류,,,,,,
2016.8.24,석식,잔멸치볶음,연제호,볶음류,어패류,,,,,,
2016.8.24,석식,알타리김치,김도민,무침류,김치류,,,,,,
2016.8.25,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.25,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.25,중식,육개장,문성일,국탕류,채소류,육류,,,,,
2016.8.25,중식,동태무조림,,조림류,어패류,채소류,,,,,
2016.8.25,중식,부추전,연제호,전류,채소류,,,,,,
2016.8.25,중식,올방개묵무침,김윤수,무침류,묵류,양념 및 장류,,,,,
2016.8.25,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.25,석식,콩국수,연제호,국수류,두류,면류,,,,,
2016.8.25,석식,작은밥,김도민,밥류,곡류,,,,,,
2016.8.25,석식,춘권,편도연,튀김류,채소류,,,,,,
2016.8.25,석식,단호박조림,김도민,조림류,채소류,,,,,,
2016.8.25,석식,마늘쫑무침,김윤수,무침류,채소류,,,,,,
2016.8.25,석식,열무김치,김도민,무침류,채소류,,,,,,
2016.8.26,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.26,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.26,중식,떡국,김도민,국탕류,곡류,난류,채소류,,,,
2016.8.26,중식,마늘치킨,연제호,튀김류,육류,채소류,,,,닭고기,
2016.8.26,중식,홍어채무침,연제호,무침류,어패류,채소류,양념 및 장류,,,,
2016.8.26,중식,꽃맛살오리엔탈샐러드,,샐러드류,어패류,채소류,,,,,
2016.8.26,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.26,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.26,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.26,석식,콩나물냉국,김윤수,국탕류,채소류,,,,,,
2016.8.26,석식,주꾸미볶음,김도민,볶음류,어패류,양념 및 장류,채소류,,,,
2016.8.26,석식,메밀전병만두,문성일,구이류,만두류,,,,,,
2016.8.26,석식,미역레몬초무침,김도민,무침류,해조류,과일류,,,,,
2016.8.26,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.29,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.29,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.29,중식,순두부찌개,문성일,찌개류,두류,,,,,,
2016.8.29,중식,소불고기,연제호,볶음류,육류,,,,,소고기,
2016.8.29,중식,골뱅이무침*소면,,무침류,면류,어패류,양념 및 장류,,,,
2016.8.29,중식,아삭고추무침,문성일,무침류,채소류,,,,,,
2016.8.29,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.29,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.29,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.29,석식,차돌박이찌개,편도연,찌개류,육류,채소류,양념 및 장류,,,육류(소),
2016.8.29,석식,닭갈비,연제호,볶음류,육류,채소류,,,,닭고기,
2016.8.29,석식,새송이버섯전,김도민,전류,채소류,난류,,,,,
2016.8.29,석식,도라지오이생채,연제호,무침류,채소류,,,,,,
2016.8.29,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.30,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.30,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.30,중식,버섯매운탕,연제호,국탕류,채소류,,,,,,
2016.8.30,중식,갈치구이,문성일,구이류,어패류,,,,,,
2016.8.30,중식,모듬소시지볶음,,볶음류,육류,양념 및 장류,,,,돼지,
2016.8.30,중식,호박잎쌈*양념,,단품류,채소류,양념 및 장류,,,,,
2016.8.30,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.30,석식,굴소스해물볶음밥,문성일,밥류,어패류,곡류,채소류,양념 및 장류,,,
2016.8.30,석식,맑은국,김윤수,국탕류,채소류,,,,,,
2016.8.30,석식,수제고로케*케찹,김윤수,튀김류,곡류,난류,채소류,양념 및 장류,,,
2016.8.30,석식,망고드레싱샐러드,연제호,샐러드류,과일류,양념 및 장류,,,,,O
2016.8.30,석식,쫄면,김도민,국수류,곡류,채소류,양념 및 장류,,,,
2016.8.30,석식,비트무절임,연제호,장아찌류,채소류,,,,,,
2016.8.30,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.8.31,중식,낙지비빔밥,김도민,비빔밥볶음밥류,어패류,채소류,곡류,,,,
2016.8.31,중식,가쯔오장국,연제호,국탕류,양념 및 장류,,,,,,
2016.8.31,중식,계란말이,김도민,구이류,난류,,,,,,
2016.8.31,중식,과일샐러드,연제호,샐러드류,과일류,,,,,,
2016.8.31,중식,단무지무침,연제호,무침류,채소류,양념 및 장류,,,,,
2016.8.31,중식,열무김치,김도민,무침류,채소류,,,,,,
2016.8.31,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.8.31,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.8.31,석식,청국장찌개,김윤수,찌개류,두류,양념 및 장류,채소류,,,,
2016.8.31,석식,깐풍육,편도연,튀김류,육류,,,,,육류(돼지),
2016.8.31,석식,황태양념구이,김도민,구이류,어패류,,,,,,
2016.8.31,석식,해초무침,김윤수,무침류,해조류,,,,,,
2016.8.31,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.1,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.1,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.1,중식,오징어국,김도민,국탕류,어패류,채소류,,,,,
2016.9.1,중식,목살데리야끼,,구이류,육류,양념 및 장류,,,,돼지,
2016.9.1,중식,버섯잡채,연제호,볶음류,채소류,면류,,,,,
2016.9.1,중식,브로컬리초장,편도연,찜류,채소류,,,,,,
2016.9.1,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.1,석식,참치주먹밥,연제호,밥류,어패류,해조류,곡류,,,,
2016.9.1,석식,로제파스타,문성일,국수류,면류,,,,,,
2016.9.1,석식,스프,김윤수,죽류,채소류,,,,,,
2016.9.1,석식,고구마치즈구이,연제호,구이류,채소류,,,,,,
2016.9.1,석식,오이피클,연제호,장아찌류,채소류,,,,,,
2016.9.1,석식,절인고추,편도연,장아찌류,채소류,,,,,,
2016.9.1,석식,요플레,김도민,유제품,과일류,,,,,,
2016.9.1,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.2,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.2,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.2,중식,시래기된장국,김윤수,국탕류,채소류,양념 및 장류,,,,,
2016.9.2,중식,닭찜,,찜류,육류,,,,,닭,
2016.9.2,중식,해물파전,연제호,전류,어패류,,,,,,
2016.9.2,중식,청경채무침,편도연,무침류,채소류,,,,,,
2016.9.2,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.2,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.2,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.2,석식,알탕,김윤수,국탕류,난류,,,,,,
2016.9.2,석식,돈육장조림,연제호,조림류,육류,,,,,돼지고기,
2016.9.2,석식,새싹두부구이,편도연,구이류,두류,채소류,,,,,
2016.9.2,석식,노각무침,연제호,무침류,채소류,,,,,,
2016.9.2,석식,알타리김치,김도민,무침류,김치류,,,,,,
2016.9.5,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.5,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.5,중식,쇠고기샤브국,문성일,국탕류,육류,,,,,쇠고기,
2016.9.5,중식,오징어볶음,편도연,볶음류,어패류,채소류,양념 및 장류,,,,
2016.9.5,중식,옥수수전,연제호,전류,채소류,,,,,,
2016.9.5,중식,연두부*양념,편도연,단품류,두류,양념 및 장류,,,,,
2016.9.5,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.5,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.5,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.5,석식,어묵국,김도민,국탕류,어패류,,,,,,
2016.9.5,석식,제육볶음,김윤수,볶음류,육류,,,,,돼지,
2016.9.5,석식,실곤약흑임자무침,연제호,무침류,채소류,양념 및 장류,,,,,
2016.9.5,석식,호박나물,편도연,무침류,채소류,,,,,,
2016.9.5,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.6,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.6,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.6,중식,부대찌개,김도민,찌개류,육류,난류,,,,돼지고기,
2016.9.6,중식,가자미카레튀김,문성일,튀김류,어패류,,,,,,
2016.9.6,중식,모둠버섯볶음,연제호,볶음류,채소류,,,,,,
2016.9.6,중식,참나물땅콩무침,김도민,무침류,채소류,두류,,,,,
2016.9.6,중식,파김치,편도연,무침류,김치류,,,,,,
2016.9.6,석식,볶음밥,연제호,밥류,곡류,,,,,,
2016.9.6,석식,짜장소스,연제호,단품류,양념 및 장류,,,,,,
2016.9.6,석식,유부장국,김윤수,국탕류,두류,양념 및 장류,,,,,
2016.9.6,석식,멕시칸샐러드,연제호,샐러드류,채소류,어패류,양념 및 장류,,,,
2016.9.6,석식,찹쌀도너츠,문성일,빵과자류,난류,곡류,,,,,
2016.9.6,석식,단무지,편도연,장아찌류,채소류,,,,,,
2016.9.6,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.7,중식,곤드레밥,문성일,밥류,곡류,채소류,,,,,
2016.9.7,중식,두부맑은국,,국탕류,두류,,,,,,
2016.9.7,중식,돈육떡강정,,튀김류,육류,떡류,양념 및 장류,,,돼지,
2016.9.7,중식,계란찜,김도민,찜류,난류,채소류,,,,,
2016.9.7,중식,오이무침,연제호,무침류,채소류,양념 및 장류,,,,,
2016.9.7,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.7,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.7,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.7,석식,얼갈이된장국,김도민,국탕류,채소류,양념 및 장류,,,,,
2016.9.7,석식,닭오븐구이,문성일,구이류,육류,,,,,닭,
2016.9.7,석식,김치녹두전,연제호,전류,김치류,채소류,곡류,,,,
2016.9.7,석식,셀프무쌈말이,연제호,장아찌류,채소류,,,,,,
2016.9.7,석식,열무김치,김도민,무침류,채소류,,,,,,
2016.9.8,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.8,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.8,중식,된장찌개,연제호,찌개류,양념 및 장류,,,,,,
2016.9.8,중식,오리고추장볶음,,볶음류,육류,양념 및 장류,,,,오리,
2016.9.8,중식,콩나물잡채,,무침류,면류,채소류,,,,,
2016.9.8,중식,부추생채,편도연,무침류,채소류,,,,,,
2016.9.8,중식,알타리김치,김도민,무침류,김치류,,,,,,
2016.9.8,석식,김밥,김도민,김(초)밥류,육류,해조류,채소류,,,돼지,
2016.9.8,석식,잔치국수,편도연,국수류,면류,,,,,,
2016.9.8,석식,새우까스*타르타르,문성일,튀김류,어패류,양념 및 장류,,,,,
2016.9.8,석식,꽃맛살샐러드,김도민,샐러드류,어패류,채소류,,,,,
2016.9.8,석식,오복지,김윤수,장아찌류,채소류,,,,,,
2016.9.8,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.9,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.9,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.9,중식,황태맑은국,,국탕류,어패류,,,,,,
2016.9.9,중식,유린기,김도민,튀김류,육류,,,,,닭,
2016.9.9,중식,도토리묵무침,김윤수,무침류,묵류,양념 및 장류,,,,,
2016.9.9,중식,숙주나물,김윤수,무침류,채소류,,,,,,
2016.9.9,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.9,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.9,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.9,석식,쇠고기미역국,김윤수,국탕류,해조류,육류,,,,소,
2016.9.9,석식,자반고등어구이,김윤수,구이류,어패류,,,,,,
2016.9.9,석식,미트볼케찹조림,김윤수,조림류,육류,양념 및 장류,,,,돼지,
2016.9.9,석식,양념깻잎지,문성일,장아찌류,채소류,양념 및 장류,,,,,
2016.9.9,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.12,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.12,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.12,중식,시래기국,편도연,국탕류,채소류,,,,,,
2016.9.12,중식,닭볶음,김도민,볶음류,육류,채소류,,,,닭,
2016.9.12,중식,동그랑땡,,전류,육류,채소류,,,,돼지,
2016.9.12,중식,상추겉절이,김윤수,무침류,김치류,,,,,,
2016.9.12,중식,깍두기,연제호,무침류,김치류,,,,,,
2016.9.12,석식,볶음밥,연제호,밥류,곡류,,,,,,
2016.9.12,석식,쌀국수,문성일,국수류,면류,,,,,,
2016.9.12,석식,미니햄버거,연제호,빵과자류,육류,,,,,소고기,
2016.9.12,석식,요플레,김도민,유제품,과일류,,,,,,
2016.9.12,석식,단무지무침,연제호,무침류,채소류,양념 및 장류,,,,,
2016.9.12,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.13,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.13,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.13,중식,토란국,편도연,국탕류,채소류,,,,,,
2016.9.13,중식,매운돼지갈비찜,김도민,찜류,육류,채소류,양념 및 장류,,,돼지,
2016.9.13,중식,어묵볶음,김윤수,볶음류,어패류,,,,,,
2016.9.13,중식,쑥갓두부무침,편도연,무침류,두류,채소류,,,,,
2016.9.13,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.13,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.13,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.13,석식,참치김치찌개,김윤수,찌개류,어패류,김치류,,,,,
2016.9.13,석식,주꾸미볶음,김도민,볶음류,어패류,양념 및 장류,채소류,,,,
2016.9.13,석식,모듬묵*양념장,김도민,단품류,묵류,양념 및 장류,,,,,
2016.9.13,석식,치커리유자무침,김도민,무침류,채소류,과일류,,,,,
2016.9.13,석식,열무김치,김도민,무침류,채소류,,,,,,
2016.9.19,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.19,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.19,중식,어묵국,김도민,국탕류,어패류,,,,,,
2016.9.19,중식,오리훈제고추장볶음,,볶음류,육류,양념 및 장류,,,,오리,
2016.9.19,중식,계란말이,김도민,구이류,난류,,,,,,
2016.9.19,중식,애호박나물,연제호,무침류,채소류,,,,,,
2016.9.19,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.19,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.19,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.19,석식,수제비국,문성일,국탕류,면류,채소류,,,,,
2016.9.19,석식,탕평채,편도연,무침류,채소류,,,,,,
2016.9.19,석식,탕평채,편도연,무침류,채소류,,,,,,
2016.9.19,석식,치커리사과무침,김도민,무침류,채소류,과일류,양념 및 장류,,,,
2016.9.19,석식,깍두기,연제호,무침류,김치류,,,,,,
2016.9.20,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.20,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.20,중식,얼갈이된장국,김도민,국탕류,채소류,양념 및 장류,,,,,
2016.9.20,중식,레몬탕수육,김윤수,튀김류,육류,과일류,,,,돼지,
2016.9.20,중식,감자채볶음,연제호,볶음류,채소류,,,,,,
2016.9.20,중식,참나물생채,김윤수,무침류,채소류,,,,,,
2016.9.20,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.20,석식,콩나물밥,김윤수,밥류,채소류,곡류,,,,,
2016.9.20,석식,맑은국,김윤수,국탕류,채소류,,,,,,
2016.9.20,석식,장어강정,김도민,튀김류,어패류,,,,,,
2016.9.20,석식,마늘쫑볶음,문성일,볶음류,채소류,,,,,,
2016.9.20,석식,포도주스,연제호,음료 및 주류,과일류,,,,,,
2016.9.20,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.21,중식,열무비빔밥,,비빔밥볶음밥류,곡류,김치류,양념 및 장류,,,,
2016.9.21,중식,팽이장국,김윤수,국탕류,채소류,양념 및 장류,,,,,
2016.9.21,중식,너비아니구이,,구이류,육류,,,,,소,
2016.9.21,중식,땅콩조림,편도연,조림류,곡류,,,,,,
2016.9.21,중식,핫도그,김도민,빵과자류,육류,,,,,돼지,
2016.9.21,중식,음료,연제호,음료 및 주류,,,,,,,
2016.9.21,중식,깍두기,연제호,무침류,김치류,,,,,,
2016.9.21,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.21,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.21,석식,고추장찌개,김도민,찌개류,양념 및 장류,채소류,,,,,
2016.9.21,석식,쇠고기모둠장조림,김도민,조림류,육류,,,,,소,
2016.9.21,석식,해물파전,연제호,전류,어패류,,,,,,
2016.9.21,석식,오이맛살초무침,문성일,무침류,채소류,어패류,양념 및 장류,,,,
2016.9.21,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.22,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.22,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.22,중식,쇠고기무국,편도연,국탕류,채소류,육류,,,,소,
2016.9.22,중식,임연수찜,김도민,찜류,어패류,,,,,,
2016.9.22,중식,햄피망볶음,,볶음류,육류,채소류,,,,돼지,
2016.9.22,중식,단배추나물,김윤수,무침류,채소류,,,,,,
2016.9.22,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.22,석식,유부초밥,김도민,김(초)밥류,곡류,,,,,,
2016.9.22,석식,꼬지어묵우동,편도연,국탕류,어패류,면류,,,,,
2016.9.22,석식,모듬떡볶이,편도연,볶음류,떡류,채소류,,,,,
2016.9.22,석식,맛탕,문성일,튀김류,채소류,양념 및 장류,,,,,
2016.9.22,석식,단무지,편도연,장아찌류,채소류,,,,,,
2016.9.22,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.23,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.23,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.23,중식,오징어국,김도민,국탕류,어패류,채소류,,,,,
2016.9.23,중식,소고기숙주볶음,김도민,볶음류,육류,채소류,,,,소,
2016.9.23,중식,두부조림,연제호,조림류,두류,양념 및 장류,,,,,
2016.9.23,중식,무생채,김윤수,무침류,채소류,,,,,,
2016.9.23,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.23,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.23,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.23,석식,콩나물국,김윤수,국탕류,채소류,,,,,,
2016.9.23,석식,수제돈까스,연제호,튀김류,육류,,,,,돼지,
2016.9.23,석식,통도라지구이,편도연,구이류,채소류,,,,,,
2016.9.23,석식,미역무침,편도연,무침류,해조류,,,,,,
2016.9.23,석식,콘샐러드,편도연,볶음류,채소류,곡류,,,,,
2016.9.23,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.26,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.26,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.26,중식,아욱된장국,김도민,국탕류,채소류,양념 및 장류,,,,,
2016.9.26,중식,유자청돈육볶음,편도연,볶음류,과일,,,,,육류(돼지),
2016.9.26,중식,우엉잡채,연제호,볶음류,채소류,,,,,,
2016.9.26,중식,양배추쌈&쌈장,,단품류,채소류,양념 및 장류,,,,,
2016.9.26,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.26,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.26,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.26,석식,무채맑은국,김윤수,국탕류,채소류,,,,,,
2016.9.26,석식,갈치조림,김윤수,조림류,어패류,양념 및 장류,,,,,
2016.9.26,석식,두부계란부침,김윤수,전류,두류,난류,,,,,
2016.9.26,석식,청경채생채,연제호,무침류,채소류,,,,,,
2016.9.26,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.27,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.27,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.27,중식,느타리버섯국,편도연,국탕류,채소류,,,,,,
2016.9.27,중식,간장파닭,,튀김류,육류,채소류,,,,닭,
2016.9.27,중식,쫄면무침,문성일,무침류,채소류,면류,,,,,
2016.9.27,중식,열무된장나물,김윤수,무침류,채소류,,,,,,
2016.9.27,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.27,석식,쇠고기숙주규동덮밥,김윤수,밥류,육류,채소류,,,,소,
2016.9.27,석식,미소장국,문성일,국탕류,양념 및 장류,,,,,,
2016.9.27,석식,탕수어,연제호,튀김류,어패류,,,,,,
2016.9.27,석식,또띠아칩,연제호,빵과자류,,,,,,,
2016.9.27,석식,무피클,문성일,단품류,채소류,,,,,,
2016.9.27,석식,배추겉절이,편도연,무침류,김치류,,,,,,
2016.9.28,중식,카레덮밥,문성일,밥류,양념 및 장류,,,,,,
2016.9.28,중식,맑은국,김윤수,국탕류,채소류,,,,,,
2016.9.28,중식,샐러드파스타,연제호,샐러드류,면류,채소류,,,,,
2016.9.28,중식,새송이버섯조림,문성일,조림류,채소류,양념 및 장류,,,,,
2016.9.28,중식,오이무침,연제호,무침류,채소류,양념 및 장류,,,,,
2016.9.28,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.28,석식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.28,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.28,석식,조갯살미역국,김도민,국탕류,해조류,어패류,,,,,
2016.9.28,석식,미니채소떡갈비,김도민,튀김류,육류,채소류,,,,소,
2016.9.28,석식,홍어채무침,연제호,무침류,어패류,채소류,양념 및 장류,,,,
2016.9.28,석식,유채나물,김도민,무침류,채소류,,,,,,
2016.9.28,석식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.29,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.29,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2016.9.29,중식,된장찌개,연제호,찌개류,양념 및 장류,,,,,,
2016.9.29,중식,돈육장조림,연제호,조림류,육류,,,,,돼지고기,
2016.9.29,중식,호박부추전,김도민,전류,채소류,,,,,,
2016.9.29,중식,올방개묵무침,김윤수,무침류,묵류,양념 및 장류,,,,,
2016.9.29,중식,포기김치,연제호,무침류,김치류,,,,,,
2016.9.29,석식,충무김밥,김윤수,밥류,채소류,곡류,,,,,
2016.9.29,석식,잔치국수,편도연,국수류,면류,,,,,,
2016.9.29,석식,오징어무침,김윤수,무침류,어패류,양념 및 장류,,,,,
2016.9.29,석식,군고구마,연제호,단품류,채소류,,,,,,
2016.9.29,석식,단무지,편도연,장아찌류,채소류,,,,,,
2016.9.29,석식,석박지,편도연,무침류,채소류,,,,,,
2016.9.30,중식,쌀밥,문성일,밥류,곡류,,,,,,
2016.9.30,중식,잡곡밥,편도연,밥류,곡류,,,,,,
