video_id,title,published_at,description,tags,duration,view_count,likes,dislikes,comment_count
f2RkKn4wcF8,"회사원 운동 VLOG│쉑쉑버거, 유도, 벤치프레스 그리고",2019-06-23T02:09:12Z,"여러분 안녕하세요 경돼입니다.


오랜만에 운동 vlog로 찾아왔습니다.

즐거운 시청 부탁 드려요!


벤치프레스, 언더아머 쇼핑, 쉑쉑버거, 유도, 그리고...?!



-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,쉑쉑버거,유도,벤치프레스,직장인,직장인 vlog,회사원vlog",PT10M44S,8267,124,4,75
hDdw4Gl2hz0,#2 운동뺏기│키다리형 어깨 운동 함께하기!,2019-06-16T15:30:00Z,"여러분 안녕하세요 경돼입니다.

이번에 운동뺏기 2탄, 키다리형님과 촬영 하였습니다.

어깨 운동을 함께 해봤는데, 정말 많은 팁들을 얻어왔어요 ㅋㅋ

팔운동 팁도 알려주셨는데, 해당 팁은 다음 영상 vlog에 담아 볼게요!


새로운 한 주도 화이팅 하시기를 바라며!


영상 내 가정용 인바디 제품
- InBody Dial(H20B)




Be more positive.

경돼 올림.

-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,키다리형,경돼 키다리형,키다리형 경돼,운동뺏기,경돼 운동뺏기,어깨운동,키다리형 어깨운동,키다리형 어깨,경돼 어깨운동,경돼 어깨,#2운동뺏기,운동뺏기 2탄",PT12M50S,5630,124,6,48
SkOz6SJRLPE,UMF를 가다 VLOG (2019 Ultra Korea),2019-06-13T13:30:03Z,"여러분 안녕하세요 경돼입니다.


2019년 울트라코리아!! 다녀왔습니다.


영상 재밌게 시청 부탁 드려요


Be more positive.



-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music

Skurly - Stay With You (feat. Nerea Bassart) [ʜ/ʀ]
» Instagram https://instagram.com/heroboard
» Discord https://discord.gg/CbYaj29","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,르꼬끄,UMF,2019 ultra korea,경돼 umf,경돼 영상,kw1000lbs,skurly,stay with you,헬창,헬창 클럽",PT3M34S,3708,70,5,18
NanZKNq9NHw,회사원 운동 VLOG│벤치프레스 100kg 몇 개?│썸머스트렝스 Ep05,2019-06-04T12:44:51Z,"여러분 안녕하세요 경돼입니다.


평일 퇴근 후 진행하였던 운동 영상과

주말 동안 진행한 홈트 및 식단에 대해 다뤄보았습니다.


썸머스트렝스 에피소드 5편!

즐겁게 시청 부탁 드려요!



Be more positive.


-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,회사원vlog,회사원,경돼 vlog,썸머스트렝스,Ep05,100kg,벤치 100kg,일반인 운동,운동 루틴,일반인 루틴",PT13M34S,10739,194,14,73
xLQ7OtqTqZg,#1운동뺏기│3대 7000 뽀종에게 배워보는 등 운동,2019-05-31T13:00:17Z,"여러분 안녕하세요 경돼입니다.

새로운 컨텐츠.... 경돼의 운동뺏기! 입니다 ㅋㅋㅋ

이게 뭐냐면, 제가 여러 유튜버분들을 만나서

그 분들의 운동 루틴을 하나씩 뺏어오는 거예요 ㅋㅋ

이번 게스트는 유튜버 뽀종 형님이시고, 다음 게스트로는

유튜버 키다리형님이 기다리고 계십니다.

이번 영상은 뽀종형님이 등운동에 대해 비법을 전수해주십니다^^


그 다음에 또 만나보고 싶은 유튜버 혹은 배워보고 싶은 루틴이 있으시면 댓글에 남겨주세요!



Be more positive.

-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,운동뺏기,경돼 운동뺏기,#1,뽀종,등운동,등운동루틴,등 운동루틴,뽀종 경돼,키다리형",PT11M53S,41210,390,15,115
Frlgq0CjY6w,"회사원 1주일 운동 싸이클(등, 가슴, 어깨)│썸머스트렝스 Ep04",2019-05-30T14:30:00Z,"여러분 안녕하세요 경돼입니다.

현재 저는 회사 생활을 하고 있고,
일주일에 많으면 3번, 적게는 1번 운동을 하고 있습니다.
(한번 하게 되면 1시간 정도 진행해요.)

이번에는 한 주 동안의 제 운동 로그를 보여드리겠습니다.

언제나 화이팅 하자구요!



Be more positive.



-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,경돼 안경잽이,안경잽이,썸머스트렝스,Ep04,회사원,1주일 운동,싸이클,운동 싸이클,회사원 운동,직장인 운동",PT9M39S,12610,183,7,61
7BzkUumns7c,이제 벤치 100kg 12개 합니다(교촌로이드),2019-05-20T12:59:13Z,오늘의 벤치프레스 100kg 챌린지!,"벤치프레스,경돼,가슴운동,교촌",PT33S,9334,137,4,42
PdwuLcv2NZ0,벤치프레스 130kg 기록 갱신│썸머스트렝스 Ep02,2019-05-12T11:26:21Z,"여러분 안녕하세요 경돼입니다.

이번에 진행하는 에피소드를 썸머벌크업이라고 말씀 드렸었는데,

그것보다는 썸머스트렝스가 더 에피소드 진행에 맞는 것 같아서

변경하였습니다!


이번 영상은 벤치프레스 새로운 기록 갱신하는 모습과

일상vlog를 함께 담아봤어요


즐거운 시청 부탁 드려요!

Be more positive.



-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,썸머스트렝스,경돼썸머,벤치프레스,경돼 3대운동,경돼 벤치,경돼 벤치프레스,벤치프레스 자세,운동 자세,기록 갱신,신기록",PT11M41S,13447,186,7,107
xlsYv-N19kg,회사원 등운동 루틴│썸머스트렝스 Ep01,2019-05-04T12:30:02Z,"여러분 안녕하세요 경돼입니다.

제가 퇴근 후 주로 진행하는 등운동 루틴과 함께

연안부두에서 꽃게와 쭈꾸미 사오는 장면까지!


편안한 마음으로 시청 부탁 드려요ㅎㅎ


Be more positive.


-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music
Song: Dizaro - Wiki Wiki (Vlog No Copyright Music)
Music provided by Vlog No Copyright Music.
Video Link: https://youtu.be/YIpQIZenJ7E","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,썸머벌크업,회사원 운동,등운동,등운동 루틴,회사원 운동루틴,직장인 운동,회사원vlog,썸머스트렝스,Ep01",PT8M57S,10813,180,12,94
wol-RZndOVU,피를 나눈 형제에게 들은 한마디...,2019-05-04T09:24:36Z,"여러분 안녕하세요 경돼입니다.


당했다....



-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,호주,호주 전화",PT21S,3648,81,2,22
jx-HMlvEQts,"안다고 착각하는 것에 대해│유튜브, 구글",2019-04-28T06:30:01Z,"여러분 안녕하세요 경돼입니다.

VLOG는 아니구요... [2019 경돼 일기]

제가 새로운 내용을 배우려고 했을 때

문득 스쳐 지나간 생각이 있어 그 순간을 붙잡고자

영상으로 남깁니다 .

내년 이맘 때 쯤에 창피해서 보지 못할 수도 있지만

그럼 그만큼 더 성장했다는 뜻이겠지요?



무튼! 주말 마무리 잘하시고

항상 화이팅 하시길 바라며


Be more positive.

경돼 올림.



-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,유튜브,구글,안다고,착각,착각하는,경돼 영상,아는척",PT4M59S,5750,199,9,32
-gVphiL8_mM,[경돼유도]유도 고수들에게 종이접기 당하다....,2019-04-27T13:30:00Z,"여러분 안녕하세요 경돼입니다.

오랜만에 학교에 가서 유도를 즐기고 왔습니다.

항상 느끼는 거지만, 도복 운동과 웨이트는 

정말 또 다른 세계인 것 같네요...


다음 번에는 고수님들의 팁을 영상으로 소개해보는 시간을
가져볼게요!


즐거운 주말 보내세요!

저는 어벤져스 엔드게임 보러 갑니다!!



Be more positive.


경돼 올림.


-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,유도,경돼 유도,유도 고수,경희대학교 유도,경희대 유도,종이접기",PT2M39S,6401,97,4,26
Z-teavQnQME,다시 시작한 데드리프트!│언더아머 러쉬│워라밸 Ep,2019-04-21T03:09:17Z,"여러분 안녕하세요 경돼입니다.

'경돼'하면 언더아머와 데드리프트를 빼놓을 수는 없겠죠?!

새롭게 출시된 언더아머러쉬 제품을 입고 

1주일 간 훈련을 진행해봤습니다!


즐거운 시청 부탁 드리고, 

다음 영상부터 시작되는

썸머벌크업 에피소드 기대해주세요 ㅎㅎ



감사합니다.
경돼 올림.


Be more positive.


* 본 영상은 언더아머에서 지원받아 제작되었습니다.
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,언더아머 러쉬,경돼 언더아머,다시 시작,스트렝스 훈련,Underarmour,언더아머 컴프레션,워라밸Ep,직장인vlog,회사원vlog,경돼 데드리프트,데드리프트,언더아머러시",PT11M35S,13786,222,11,109
1glXjNpIHGo,등운동을 홈트레이닝으로 한다면? 운동 VLOg,2019-04-18T11:10:35Z,"여러분 안녕하세요 경돼입니다.

언제나처럼 회사원VLOG 영상 올려요!


즐거운 시청 부탁 드려요 ㅎㅎ



-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,회사원vlog,회사원,경돼 vlog,가슴운동,등운동,홈트,홈트레이닝,워라밸 에피소드",PT9M5S,7895,168,7,56
_R0BZN1rF-k,아직 죽지 않았다... 데드리프트 205kg 성공,2019-04-14T01:17:28Z,"스트렝스 훈련을 시작하려는 이 시점에
새롭게 측정해본 데드리프트 무게

바닥 스펀지, 스트랩 사용 등의 핸디캡이 있었지만 그럼에도 205kg 성공은 약 1년간 데드를 안 한 것 치고는 매우 양호한 몸상태인 것 같습니다 ㅎㅎ

자 2019년 215kg 한번 달려봅시다!


#경돼 #데드리프트 #스모데드",,PT17S,7569,154,8,84
goycT32NApA,"회사원 VLOG, 처참히 줄어든 중량.... 회복하자",2019-04-13T08:00:05Z,"여러분 안녕하세요 경돼입니다.

Dan이라는 새로운 운동 파트너와 함께 운동 진행했어요.

회사 동료이고, 기본 골격이 좋아서 금방 좋아질 거라고 생각됩니다 ㅋㅋㅋ 앞으로 이 친구의 행보! 기대해주세요.

그리고 저는 스트렝스 훈련을 다시 시작할 거예요.

천천히 조금씩 증량하겠지만, 올해 목표 520kg 로 잡고
도전해보겠습니다!

모두 행복한 Life즐기기를 바라며!!


Be more positive.

경돼 올림.




-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,회사원 vlog,회사원,무게,중량,경돼 영상,경돼 동료",PT11M37S,14961,199,13,67
fh7FCirlr0w,다이어트는 무슨... 몸이나 키우자!│터보소닉 진공 블렌더,2019-04-06T10:30:01Z,"여러분 안녕하세요 경돼입니다.

회사 동기인 안경잽이 님의 결혼식에 다녀왔습니다!

그리고 고등학교 친구와의 운동 한판 ㅎㅎ

다이어트는 무슨... 몸이나 키우자!

당분간은 다이어트 없는 걸로.... ^^


터보소닉 초고속 진공 블렌더 링크 ↓
https://smartstore.naver.com/qqaa2/products/3020031517 




-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,다이어트,무슨,몸이나 키우자,몸키우자,터보소닉,진공블렌더,터보소닉 진공블렌더,샤니마켓,믹서기,진공믹서기",PT10M26S,15112,246,14,123
99Yx2yu77O0,"회사원, 어깨 이정도만 해도 충분하다│칠리팸 vlog",2019-03-31T08:28:03Z,"여러분 안녕하세요 경돼입니다.

간단 어깨 운동 루틴 영상과 함께 vlog 로 찾아왔습니다!

액션캠만큼 간편하게 가지고 다닐 수 있는 게 없어서... 

미러리스에 비해 화질이 조금 떨어지더라도 조금만 참아주세요ㅎㅎ


새로운 한 주도 화이팅 하시구요!


Be more positive.

경돼 올림.



#직장인 #회사원 #운동 #vlog
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music
Song: Skurly - Stay With You (feat. Nerea Bassart)
Link: https://youtu.be/k5PA6Ec1nbE
Music promoted by FMW. Released by heroboard.
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

Track: 2SCOOPS - Donuts [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/lc4Tt-CU-i0
Free Download / Stream: http://ncs.io/DonutsYO","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,회사원,어깨운동,어깨 뽕,회사원 vlog,직장인vlog,칠리팸,경돼 숭실대,어깨 루틴,경돼 어깨",PT10M8S,8084,168,5,56
HdxfWR2UYBk,슬개골 탈구 수술... │직장인 VLOG,2019-03-30T03:30:02Z,"여러분 안녕하세요 경돼입니다.

대박이 슬개골이 안 좋아서,

결국 수술을 하였습니다.

아직 어려서(15년 11월 생) 더 악화되기 전에

미리 해놓는 것이 좋다고 하여

진행하였습니다. 다행히도 수술 잘 마치고

회복도 잘 해냈네요 ㅎㅎ

즐거운 주말 보내시고, 항상 모든 일에 홧팅 하시기 바랍니다. 즐겁게!

Be more positive.

경돼 올림.


경돼 채널 후원!
https://toon.at/donate/636756311124838913
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,강아지,슬개골 탈구,슬개골,말티즈,직장인,직장인 vlog,대박이,강아지 수술,슬개골 탈구 수술,슬개골 수술",PT8M54S,3413,102,2,30
T6EQRt6oKig,오랜만입니다. 벤치프레스 60kg 몇개 하세요?!│짐박스(GYMBOXX),2019-03-23T05:43:26Z,"여러분 안녕하세요 경돼입니다.

오랜만에 찾아왔습니다!


빈도는 많이 줄어들었지만, 그래도 꾸준히 올릴 수 있게 노력할게요!


좋은 주말 보내세요!

경돼 올림.

Be more positive.


경돼 채널 후원!
https://toon.at/donate/636756311124838913
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,짐박스,gymboxx,경돼 벤치프레스,벤치프레스,벤치프레스 대결,60kg,오랜만,벤치 개수,경돼 가슴운동,당황,운동중,운동중 당황,운동 당황,황당",PT13M4S,13955,227,12,61
iSA_cSOtvf0,"직장인 주말 VLOG│집에만 있으면 뭐하나, 하루 정도는 밖으로",2019-03-03T10:00:04Z,"#직장인 #휴일 #운동vlog
여러분 안녕하세요 경돼입니다.

직장인의 주말 운동 vlog, 오랜만에 예전 vlog처럼 편집해봤습니다.

편안한 시청 부탁 드려요!


해당 헬스장은 대학동에 위치한 GYMBOXX(짐박스)입니다.


경돼 채널 후원!
https://toon.at/donate/636756311124838913
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music
Glude
• https://soundcloud.com/the-glude
• https://www.facebook.com/officialglude","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,짐박스,대학동 짐박스,대학동 헬스장,경돼 vlog,직장인 vlog,직장인 운동,직장인 주말,주말 vlog,gymboxx,휴일 운동,휴일 vlog,하루 정도",PT5M6S,9971,204,4,72
35coQcHVHyA,"맞춤 정장, 그 4주 간의 과정을 온전히 담았다│직장인 VLOG",2019-03-02T10:59:37Z,"#경돼 #직장인VLOG #맞춤정장
여러분 안녕하세요 경돼입니다.

4주 간의 맞춤 정장 프로젝트! 

드디어 완성이 됐습니다.

장소를 제공해주신 신사역 8번 출구에 있는 사르토리아 케이의 대표님께 다시 한번 감사의 말씀 전해 드리고, 해당 매장 방문 시 '경돼' 를 통해 방문했다는 사실을 대표님께 알려드리면 셔츠, 안감, 넥타이(or양말) 서비스로 제공해준다고 하니 정장 맞추실 분들은 한번 이용해보세요!

추가로, 해당 매장은 전문 운동인들이 많이 찾는 매장으로서 기성복이 입기 힘들었던 분들에게는 안성맞춤인 것 같습니다 ㅎㅎ


영상 재밌게 시청 부탁 드리고, 항상 화이팅 하세요!


Be more positive.


경돼 올림.


경돼 채널 후원!
https://toon.at/donate/636756311124838913
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,맞춤정장,경돼 정장,경돼 스타일,경돼 맞춤,테일러샵,테일러,맞춤 테일러,사르토리아케이,사르토리아 케이,경돼 사르토리아,VLOG,4주,4주 과정,직장인,직장인 vlog,신사,신사역,킹스맨 정장,킹스맨 스타일",PT25M37S,7483,129,10,72
_HEv_N7LA_4,"3대 500 파괴자, 털형을 만나다(경돼 리스펙터뷰 #1)",2019-02-25T14:00:04Z,"여러분 안녕하세요 경돼입니다.

얼굴처럼 깨~끗한 방송 하는 털형을 만났습니다.

유도 경기도 함께 했고, 인터뷰도 함께 진행해봤어요.


앞으로 이런 인터뷰 컨텐츠도 꾸준히 진행해보려 합니다.
인터뷰 원하시는 분이 계시다면 댓글로 남겨주세요!!


무튼! 영상 편안한 마음으로 시청 부탁드리고, 

저는 다음 영상으로 찾아뵙겠습니다.


감사합니다.


Be more positive.


경돼 채널 후원!
https://toon.at/donate/636756311124838913
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music
In The Light by Artificial.Music https://soundcloud.com/artificial-music
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
http://creativecommons.org/licenses/b...
Music promoted by Audio Library https://youtu.be/aZfkM9x1mp8

Song: Anikdote & Culture Code - Don’t Let It Go (feat. Brado Sanz) [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/HGXtg8JDvZU
Download/Stream: http://ncs.io/DontLetItGoCr

Track: Raven & Kreyn - So Happy [NCS Official Video]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/cmVdgWL5548
Free Download / Stream: http://ncs.io/SoHappyYO","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,경돼 털형,털형 유도,털형,털형 언더아머,3대500,3대중량,언더아머 단속반,털형 단속반,경돼 언더아머,경돼 3대중량,경돼 레슬링,경돼 인터뷰",PT8M18S,5959,142,3,40
U-rnTQ6-sWg,"광화문 Vlog, 엄마와 소중한 시간 │워라밸Ep30",2019-02-23T16:00:01Z,"여러분 안녕하세요 경돼입니다.

엄마와 함께 경복궁에 다녀왔습니다.

광화문 앞 대로는 언제 보더라도

정말 위엄이 느껴지는 공간이네요...


시간이 생기면 여러분도 부모님과 함께 다녀오세요.

날이 풀리면 구경하기 더 좋을 것 같습니다!


경돼 올림.


Be more positive.
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music
Glude - Dreamers [NCS Release] 
Music provided by NoCopyrightSounds. 
Watch: https://youtu.be/Rgh9Lz3BYyY 
Free Download / Stream: http://ncs.io/DreamersYO","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,광화문,경복궁,엄마,vlog,소중한 시간,엄마와,광화문 vlog,경돼 vlog,경돼 영상,직장인vlog,직장인",PT5M52S,4016,138,4,43
CubC9ybgMUc,운동... 별 거 아닌데 말이죠 │직장인 VLOG,2019-02-14T13:40:00Z,"여러분 안녕하세요 경돼입니다.

오랜만에 돌아온 워라밸 에피소드 29편!

즐거운 시청 부탁 드려요



경돼 채널 후원!
https://toon.at/donate/636756311124838913
-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,오랜만에 운동,직장인 운동,vlog,경돼 vlog,비디오메이커,bmp,be more positive,긍정적으로,직장인 vlog,직장인vlog",PT5M7S,9007,221,3,82
G23uXAyj9ig,"직장인의 주말은 그렇게 지나간다, VLOG",2019-02-11T15:17:33Z,"여러분 안녕하세요 경돼입니다.

직장인의 주말... 소개합니다!!

29초 영화제 링크
http://www.29sfilm.com/17cc/FilmView.aspx?movieidx=1633267

-------------------------------------------------------------------------------
경희대학교(서울) 졸업
전공 : 생물학, 취미 : 유도, 파워리프팅, 여행, 영상 편집
Gear : Sony a6500, Sony FDR-X3000, Galaxy S9
Business E-mail : yikw91@gmail.com
-------------------------------------------------------------------------------
SNS
https://www.instagram.com/kw1000lbs/
-------------------------------------------------------------------------------
Music","경돼,스트렝스,훈련,운동vlog,운동유튜버,워라밸,경돼운동,직장인,직장인 주말,평범한 주말,주말vlog,vlog,경돼 vlog,유튜버,주말 휴식",PT5M39S,12285,386,8,117
